"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"208277",684259,1,2020,15,NA,4,1,2,51,4,4,NA,NA,3,2,4,3,NA,1,1,7,3,NA,1,2,7,15,3,1969,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,1969,2,"684259_2",1193,"B",-15.9801647790232,-8.21496933905581,-7.80627484221542
"208279",684259,3,2020,15,NA,4,3,2,25,1,5,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,3,7,15,3,1995,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,1995,3,"684259_3",1195,"B",-17.2486016328968,-5.34506686559888,-4.71856503574109
"208280",684259,4,2020,15,NA,4,3,1,9,1,1,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,4,7,15,3,2011,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,2011,4,"684259_4",1196,"B",-17.8544091342237,-5.19687692320605,-4.53069101736302
"208355",684279,1,2020,8,NA,1,1,2,64,4,3,2,NA,1,0,2,1,6,1,1,1,1,8,3,1,7,8,1,1956,NA,8,0,1.5,1,1,2,2,2,NA,67,NA,1,NA,1956,1,"684279_1",1197,"B",-12.056434441942,-3.86370117971026,-3.43250469222438
"208356",684279,2,2020,8,NA,1,3,2,28,1,4,2,NA,1,0,2,1,5,0,0,2,1,6,2,NA,7,8,1,1992,NA,6,1,1.5,1,1,2,2,2,NA,NA,NA,2,NA,1992,4,"684279_4",1198,"B",3.57050556609032,-1.60370013027812,-1.65687938689494
"208517",684328,1,2020,3,NA,2,1,1,56,4,4,2,NA,1,0,1,1,2,1,1,1,1,2,4,1,7,3,1,1964,NA,2,1,1,1,1,1,1,1,NA,63,NA,1,NA,1964,1,"684328_1",1199,"B",4.40591178189996,-1.92547924327185,-2.25871034985984
"208613",684359,1,2020,8,NA,1,1,1,68,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,7,NA,NA,1952,NA,NA,0,1.5,1,0,2,0,2,2,NA,NA,10,1,1952,1,"684359_1",1200,"B",-0.0493698998225724,-6.09354596745359,-6.41166049732891
"208614",684359,2,2020,8,NA,1,2,2,66,5,4,NA,NA,3,4,2,1,NA,0,0,7,1,NA,1,2,7,8,1,1954,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1954,2,"684359_2",1201,"B",5.82484295811562,1.3518050476576,1.11638199973875
"208753",684434,2,2020,9,NA,2,2,1,82,5,4,NA,NA,3,4,3,2,NA,0,0,7,1,NA,1,2,7,9,2,1938,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1938,1,"684434_1",1203,"B",-5.99524038771046,-12.3285732685651,-12.6619065780838
"208752",684434,1,2020,9,NA,2,1,2,77,5,4,NA,NA,3,4,3,2,NA,1,1,7,1,NA,1,1,7,8,1,1943,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1943,2,"684434_2",1202,"B",-11.9658241307884,0.698235038602231,1.36476446857016
"208827",684454,1,2020,18,NA,2,1,1,74,5,3,NA,NA,3,4,4,3,NA,1,1,7,1,NA,1,1,7,18,3,1946,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,7,1946,1,"684454_1",1204,"B",1.53177346957216,-4.72775324280894,-5.05720201714479
"208828",684454,2,2020,18,NA,2,2,2,78,5,3,NA,NA,3,4,4,3,NA,0,0,7,1,NA,1,2,7,18,3,1942,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,10,1942,2,"684454_2",1205,"B",-2.93369233098802,-6.91837717317664,-7.12809742802867
"209055",684524,1,2020,11,NA,1,1,2,79,5,3,NA,NA,3,4,3,2,NA,1,1,7,1,NA,4,1,7,11,2,1941,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1941,1,"684524_1",1206,"B",-0.885823889425209,-6.91625237500168,-7.23364334792676
"209076",684525,1,2020,11,NA,1,1,2,64,4,5,NA,NA,3,4,3,2,NA,1,1,7,1,NA,1,1,7,11,2,1956,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,3,1956,1,"684525_1",1207,"B",-10.8857771505643,-5.63527325436786,-5.35893094404173
"209077",684525,2,2020,11,NA,1,2,1,62,4,6,NA,NA,3,4,3,2,NA,0,0,7,1,NA,1,NA,7,11,2,1958,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1958,5,"684525_5",1208,"B",-11.6860053133827,-6.92246585392343,-6.891584304954
"209531",684671,1,2020,19,NA,3,1,1,59,4,3,1,NA,1,0,5,3,1,1,1,1,2,1,1,1,7,19,3,1961,NA,1,1,2,1,1,2,2,3,NA,67,NA,1,NA,1961,1,"684671_1",1209,"B",-12.65975132397,-0.900885831350721,-0.28199817384444
"209532",684671,2,2020,19,NA,3,2,2,52,4,2,NA,NA,3,2,5,3,NA,0,0,7,2,NA,1,2,7,19,3,1968,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,1968,2,"684671_2",1210,"B",6.03724948058484,0.155748412314342,-0.153804275489368
"209533",684671,3,2020,19,NA,3,3,1,25,1,4,1,NA,1,0,5,3,1,0,0,1,2,1,2,3,7,19,3,1995,NA,1,0,2,1,1,2,2,3,NA,NA,NA,1,NA,1995,4,"684671_4",1211,"B",0.455502948419753,-5.87661147857325,-6.20988065894131
"209706",684740,1,2020,16,NA,4,1,1,46,3,4,2,NA,1,0,4,3,5,1,1,2,3,6,3,2,7,16,3,1974,NA,6,1,1,1,1,1,1,1,NA,66,NA,2,NA,1974,1,"684740_1",1212,"B",-1.20441419742401,-7.53774513705848,-7.87107834440766
"209784",684784,2,2020,12,NA,1,2,1,72,5,3,NA,NA,3,4,3,2,NA,0,1,7,1,NA,1,2,7,12,2,1948,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1948,1,"684784_1",1214,"B",-12.7186476562587,-0.0519970278324701,0.61466879471628
"209783",684784,1,2020,12,NA,1,1,2,64,4,3,NA,NA,3,2,3,2,NA,1,0,7,1,NA,1,1,7,12,2,1956,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1956,2,"684784_2",1213,"B",0.228410014193874,-6.1035806786745,-6.4368433467202
"210111",684885,2,2020,16,NA,4,2,1,67,5,4,NA,NA,3,4,4,3,NA,0,1,7,3,NA,1,2,7,16,3,1953,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,4,1953,1,"684885_1",1216,"B",5.11336839715026,-0.791197694963579,-1.10196433139062
"210110",684885,1,2020,16,NA,4,1,2,62,4,4,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,1,7,16,3,1958,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1958,2,"684885_2",1215,"B",1.93541969016701,-3.86355779582458,-4.16876713719255
"210126",684886,1,2020,16,NA,4,1,2,59,4,3,NA,NA,3,2,4,3,NA,1,1,7,3,NA,3,1,7,16,3,1961,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1961,1,"684886_1",1217,"B",0.817720876766092,-5.33497965255761,-5.65880599620623
"210127",684886,2,2020,16,NA,4,2,1,49,3,4,NA,NA,3,5,4,3,NA,0,0,7,3,NA,2,2,7,16,3,1971,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,4,1971,2,"684886_2",1218,"B",-5.92198401933644,-9.59991864647736,-9.79349415316899
"210259",684937,1,2020,19,NA,5,1,1,74,5,4,2,NA,3,4,5,3,6,1,1,7,4,7,1,1,7,19,3,1946,NA,7,1,1.5,1,1,1,1,2,NA,NA,NA,10,2,1946,1,"684937_1",1219,"B",-2.31670589313656,-7.24937687285795,-7.50899113494855
"210260",684937,2,2020,19,NA,5,2,2,69,5,3,NA,NA,3,2,5,3,NA,0,0,7,4,NA,1,2,7,19,3,1951,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1951,2,"684937_2",1220,"B",-14.4118401540657,-4.08278515378098,-3.53915068008178
"210438",685016,2,2020,15,NA,4,2,1,61,4,3,2,NA,1,0,4,3,6,0,1,1,3,8,1,2,7,15,3,1959,NA,9,1,1.5,1,1,1,1,2,NA,NA,NA,1,NA,1959,1,"685016_1",1222,"B",0.240077078359087,-6.09325103420938,-6.42658409276562
"210437",685016,1,2020,15,NA,4,1,2,59,4,3,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,1,7,15,3,1961,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1961,2,"685016_2",1221,"B",4.66380423693525,-1.66948795200733,-2.00281911984641
"210633",685058,1,2020,18,NA,3,1,1,65,4,3,NA,NA,3,4,4,3,NA,1,1,7,2,NA,3,1,7,18,3,1955,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1955,1,"685058_1",1223,"B",-10.4558606477054,-2.09018888887499,-1.64989037525234
"210873",685130,1,2020,20,NA,3,1,2,82,5,2,NA,NA,3,4,5,3,NA,1,1,7,3,NA,4,1,7,20,3,1938,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1938,1,"685130_1",1224,"B",1.72880489194229,-4.60452501940879,-4.93785817263779
"210942",685149,1,2020,13,NA,3,1,1,67,5,2,NA,NA,3,4,4,3,NA,1,1,7,2,NA,1,1,7,17,3,1953,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,2,1953,1,"685149_1",1225,"B",-18.228406663881,-5.6433843694396,-4.98101477499532
"210943",685149,2,2020,13,NA,3,2,2,60,4,2,NA,NA,3,2,4,3,NA,0,0,7,2,NA,1,2,7,16,3,1960,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1960,2,"685149_2",1226,"B",-10.0710446527126,-0.0148641195557916,0.51440854008404
"211013",685164,1,2020,8,NA,1,1,2,61,4,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,7,8,1,1959,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,2,1959,1,"685164_1",1227,"B",-24.7037516535238,-12.306679352217,-11.6542018626746
"211014",685164,2,2020,8,NA,1,2,1,65,4,5,2,NA,2,0,2,1,6,0,0,5,1,8,1,2,7,8,1,1955,NA,9,1,1.5,1,1,2,1,2,NA,NA,NA,5,NA,1955,2,"685164_2",1228,"B",-10.6742066521958,-9.96659810270151,-9.92935554746497
"211225",685258,1,2020,11,NA,3,1,1,81,5,3,NA,NA,3,4,3,2,NA,1,1,7,2,NA,1,1,7,11,2,1939,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,2,1939,1,"685258_1",1229,"B",-3.01254925833039,-6.39966010915545,-6.57792910130414
"211226",685258,2,2020,11,NA,3,2,2,80,5,3,NA,NA,3,2,3,2,NA,0,0,7,2,NA,1,2,7,11,2,1940,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1940,2,"685258_2",1230,"B",-8.13182200419421,-9.41265213553149,-9.48006424770714
"211298",685296,1,2020,10,NA,3,1,1,53,4,4,2,NA,1,0,3,2,2,1,1,1,2,2,1,1,7,10,2,1967,NA,2,1,2,1,1,2,1,3,NA,64,NA,1,NA,1967,1,"685296_1",1231,"B",-29.1268537270565,-16.552681321378,-15.8908827737107
"211299",685296,2,2020,10,NA,3,2,2,48,3,3,NA,NA,3,4,3,2,NA,0,0,7,2,NA,1,2,7,10,2,1972,NA,NA,0,2,1,0,2,1,3,NA,NA,NA,10,NA,1972,2,"685296_2",1232,"B",4.30784437407679,-2.02548884079771,-2.35882216789636
"211300",685296,3,2020,10,NA,3,3,2,19,1,4,NA,NA,3,1,3,2,NA,0,0,7,2,NA,2,5,7,10,2,2001,NA,NA,0,2,0,0,2,1,3,NA,NA,NA,10,NA,2001,5,"685296_5",1233,"B",-6.04289227867599,-1.19052938362171,-0.935141862829379
"211316",685297,2,2020,10,NA,3,4,2,98,5,2,NA,NA,3,4,3,2,NA,0,0,7,2,NA,2,2,7,10,2,1922,NA,NA,0,2,1,0,3,1,3,NA,NA,NA,10,8,1922,1,"685297_1",1235,"B",1.99516671999973,-4.33814210051667,-4.67147414370175
"211317",685297,3,2020,10,NA,3,4,2,89,5,2,NA,NA,3,4,3,2,NA,0,0,7,2,NA,4,1,7,10,2,1931,NA,NA,0,2,1,0,3,1,3,NA,NA,NA,10,8,1931,2,"685297_2",1236,"B",0.698671485811595,-5.63466184509775,-5.96799517830351
"211315",685297,1,2020,10,NA,3,1,1,57,4,3,2,NA,1,0,3,2,6,1,1,2,2,8,3,NA,7,NA,NA,1963,NA,9,1,2,1,1,3,1,3,1,63,NA,2,NA,1963,3,"685297_3",1234,"B",4.36465778344562,-0.892051994546042,-0.925282147943989
"211341",685299,2,2020,10,NA,3,2,2,54,4,3,NA,NA,3,2,3,2,NA,0,0,7,2,NA,1,2,7,10,2,1966,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,1966,1,"685299_1",1238,"B",-14.2699286358021,-1.60370013027812,-0.937056524724222
"211340",685299,1,2020,10,NA,3,1,1,55,4,4,2,NA,1,0,3,2,2,1,1,1,2,2,1,1,7,10,2,1965,NA,2,1,1.8,1,1,1,1,3,NA,61,NA,1,NA,1965,2,"685299_2",1237,"B",-8.81879076247457,-6.04794610187948,-5.90211217237448
"211342",685299,3,2020,10,NA,3,3,1,13,1,3,NA,NA,3,6,3,2,NA,0,0,7,2,NA,2,3,7,10,2,2007,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,2007,3,"685299_3",1239,"B",-4.08383786266447,-10.4171710823411,-10.7505044096925
"211351",685300,1,2020,20,NA,1,1,2,72,5,4,NA,NA,3,4,5,3,NA,1,1,7,1,NA,4,1,7,20,3,1948,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1948,1,"685300_1",1240,"B",-11.6383520397303,-3.21206727635291,-2.76857860459621
"211373",685301,1,2020,20,NA,1,1,1,50,3,3,2,NA,1,0,5,3,6,1,1,2,1,8,1,2,7,20,3,1970,NA,9,1,2,1,1,1,1,3,NA,66,NA,2,NA,1970,1,"685301_1",1241,"B",3.15080929810278,-3.07875873041017,-3.40663073191085
"211374",685301,2,2020,20,NA,1,2,2,40,2,3,NA,NA,3,2,5,3,NA,0,0,7,1,NA,1,1,7,20,3,1980,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,NA,1980,2,"685301_2",1242,"B",-6.8579183875143,-5.3916471300053,-5.31447495855745
"211375",685301,3,2020,20,NA,1,3,1,16,1,3,NA,NA,3,6,5,3,NA,0,0,7,1,NA,2,3,7,20,3,2004,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,NA,2004,3,"685301_3",1243,"B",-18.1325277963607,-8.03122004816254,-7.49957227194158
"211553",685368,2,2020,19,NA,4,2,2,56,4,3,NA,NA,3,2,5,3,NA,0,0,7,3,NA,1,1,7,19,3,1964,NA,NA,0,2,0,0,2,1,3,NA,NA,NA,10,NA,1964,1,"685368_1",1245,"B",3.65693666915709,-2.67639666417624,-3.00972999750957
"211552",685368,1,2020,19,NA,4,1,1,60,4,3,1,NA,1,0,5,3,1,1,1,1,3,1,1,2,7,19,3,1960,NA,1,0,2,1,1,2,1,3,NA,60,NA,1,NA,1960,2,"685368_2",1244,"B",-5.41080934932389,-11.7440959503051,-12.077426824041
"211554",685368,3,2020,19,NA,4,3,2,27,1,3,NA,NA,3,4,5,3,NA,0,0,7,3,NA,2,4,7,19,3,1993,NA,NA,1,2,1,0,2,1,3,NA,NA,NA,10,NA,1993,4,"685368_4",1246,"B",6.35825947067825,0.0260223588273233,-0.307253278638515
"211774",685451,1,2020,4,NA,4,1,2,86,5,2,NA,NA,3,4,2,1,NA,1,1,7,3,NA,4,1,7,4,1,1934,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1934,2,"685451_2",1247,"B",6.56654138766733,0.234994500360275,-0.0982448094979906
"212009",685537,2,2020,19,NA,4,2,2,68,5,2,NA,NA,3,2,5,3,NA,0,0,7,3,NA,1,2,7,19,3,1952,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1952,1,"685537_1",1249,"B",-9.78446747353067,-9.3222665961481,-9.2979402341806
"212008",685537,1,2020,19,NA,4,1,1,74,5,2,NA,NA,3,4,5,3,NA,1,1,7,3,NA,1,1,7,19,3,1946,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,NA,1946,2,"685537_2",1248,"B",3.59436774266657,-2.73896558196104,-3.07229891483617
"212106",685560,1,2020,5,NA,1,1,2,76,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,4,1,7,5,1,1944,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1944,1,"685560_1",1250,"B",-0.578401300954801,-3.12991260870698,-3.26420267753604
"212285",685630,1,2020,5,NA,1,1,1,68,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,7,NA,NA,1952,NA,NA,1,1.5,1,0,1,0,2,1,NA,NA,10,1,1952,1,"685630_1",1251,"B",-2.34664323541293,-7.68491511078339,-7.96587678843447
"212286",685630,2,2020,5,NA,1,2,2,65,4,3,NA,NA,3,2,2,1,NA,0,0,7,1,NA,1,2,7,NA,NA,1955,NA,NA,0,1.5,0,0,1,0,2,1,NA,NA,10,NA,1955,2,"685630_2",1252,"B",-1.43518680966957,-7.76851988080026,-8.10185320033346
"212495",685733,1,2020,20,NA,3,1,2,76,5,3,NA,NA,3,2,5,3,NA,1,1,7,3,NA,4,1,7,1,1,1944,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,NA,1944,1,"685733_1",1253,"B",1.14790005453039,-5.18543320782026,-5.51876653741767
"212496",685733,2,2020,20,NA,3,3,2,48,3,5,2,NA,1,0,5,3,6,0,0,2,3,8,3,NA,7,20,3,1972,NA,9,1,1.5,1,1,2,1,2,NA,NA,NA,2,NA,1972,2,"685733_2",1254,"B",-20.8558855563862,-10.4343166338366,-10.406670306888
"212504",685734,1,2020,20,NA,3,1,2,74,5,3,NA,NA,3,4,5,3,NA,1,1,7,3,NA,4,1,7,3,1,1946,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,8,1946,1,"685734_1",1255,"B",-15.1577251949935,-3.72688101211697,-3.12525763407084
"212551",685747,1,2020,14,NA,1,1,2,83,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,1,1,7,14,3,1937,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,8,1937,1,"685747_1",1256,"B",2.30360729607312,-4.02972603726021,-4.36305937059354
"212552",685747,2,2020,14,NA,1,2,1,89,5,1,NA,NA,3,4,4,3,NA,0,0,7,1,NA,1,2,7,14,3,1931,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1931,2,"685747_2",1257,"B",-19.9063762779419,-7.24057440920833,-6.57395325822235
"212634",685780,1,2020,8,NA,4,1,1,72,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,1,7,8,1,1948,NA,NA,1,2,1,0,2,1,3,NA,NA,NA,10,4,1948,1,"685780_1",1258,"B",-19.407776339406,-10.0674927673471,-9.57589889513352
"212635",685780,2,2020,8,NA,4,2,2,61,4,4,2,NA,1,0,2,1,6,0,0,1,3,8,1,2,7,NA,NA,1959,NA,8,0,2,1,1,2,1,3,1,NA,NA,1,NA,1959,2,"685780_2",1259,"B",0.247786138563511,-5.24530758611433,-5.53441778215001
"212636",685780,3,2020,8,NA,4,3,1,17,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,4,7,8,1,2003,NA,NA,0,2,0,0,2,1,3,NA,NA,NA,10,NA,2003,5,"685780_5",1260,"B",-17.8812322993842,-8.7692282735394,-8.72460552581308
"212730",685812,1,2020,18,NA,3,1,1,50,3,3,2,NA,1,0,4,3,2,1,1,1,2,2,1,1,7,18,3,1970,NA,2,0,2.3,1,1,2,2,4,NA,66,NA,1,NA,1970,1,"685812_1",1261,"B",-0.0939115554629595,-6.42724488869168,-6.76057822201951
"212731",685812,2,2020,18,NA,3,2,2,50,3,5,2,NA,1,0,4,3,6,0,0,2,2,8,1,2,7,18,3,1970,NA,8,1,2.3,1,1,2,2,4,NA,NA,NA,2,NA,1970,2,"685812_2",1262,"B",-19.4052401115833,-6.74677265427284,-6.08053752494071
"212732",685812,3,2020,18,NA,3,3,2,17,1,3,NA,NA,3,6,4,3,NA,0,0,7,2,NA,2,3,7,18,3,2003,NA,NA,0,2.3,0,0,2,2,4,NA,NA,NA,10,NA,2003,3,"685812_3",1263,"B",-0.0625863344263782,-3.64172339343378,-3.83009902811838
"212733",685812,4,2020,18,NA,3,3,1,13,1,3,NA,NA,3,6,4,3,NA,0,0,7,2,NA,2,4,7,18,3,2007,NA,NA,0,2.3,0,0,2,2,4,NA,NA,NA,10,NA,2007,4,"685812_4",1264,"B",1.42485339005741,-4.9084798423027,-5.24181317032165
"212898",685891,1,2020,17,NA,4,1,1,75,5,3,NA,NA,3,4,4,3,NA,1,1,7,3,NA,1,1,7,15,3,1945,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1945,1,"685891_1",1265,"B",6.54770135787583,0.214368024681739,-0.118965308644266
"212899",685891,2,2020,17,NA,4,2,2,72,5,2,NA,NA,3,4,4,3,NA,0,0,7,3,NA,1,2,7,17,3,1948,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1948,2,"685891_2",1266,"B",0.54919759136051,-5.78326577811495,-6.11655332387681
"212926",685895,2,2020,13,NA,3,2,2,70,5,3,NA,NA,3,2,4,3,NA,0,0,7,2,NA,1,2,7,13,3,1950,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1950,1,"685895_1",1268,"B",6.31191800176776,-0.021415095611112,-0.35474841652579
"212925",685895,1,2020,13,NA,3,1,1,74,5,3,NA,NA,3,4,4,3,NA,1,1,7,2,NA,1,1,7,6,1,1946,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1946,2,"685895_2",1267,"B",-0.665932962404649,-6.99916881106642,-7.33249701362757
"212966",685902,2,2020,15,NA,3,4,2,77,5,3,NA,NA,3,4,4,3,NA,0,0,7,3,NA,4,2,7,15,3,1943,NA,NA,0,2.8,1,0,2,1,5,NA,NA,NA,10,NA,1943,2,"685902_2",1270,"B",-19.2182712751722,-6.55172435391463,-5.88506398963791
"212965",685902,1,2020,15,NA,3,1,2,47,3,4,2,NA,1,0,4,3,6,1,1,2,3,8,3,1,7,15,3,1973,NA,9,1,2.8,1,1,2,1,5,NA,67,NA,2,NA,1973,3,"685902_3",1269,"B",2.93837834565485,-3.39495498767848,-3.72828832101182
"212968",685902,4,2020,15,NA,3,3,1,17,1,3,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,3,7,15,3,2003,NA,NA,0,2.8,0,0,2,1,5,NA,NA,NA,10,NA,2003,5,"685902_5",1272,"B",1.79310284937694,-4.53928485105934,-4.8725684142402
"212967",685902,3,2020,15,NA,3,3,2,10,1,2,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,4,7,15,3,2010,NA,NA,0,2.8,0,0,2,1,5,NA,NA,NA,10,NA,2010,6,"685902_6",1271,"B",-15.2759629283712,-2.71191674829609,-2.05065115987108
"212969",685902,5,2020,15,NA,3,4,2,66,5,3,NA,NA,3,2,4,3,NA,0,0,7,3,NA,2,NA,7,15,3,1954,NA,NA,0,2.8,0,0,2,1,5,NA,NA,NA,10,NA,1954,7,"685902_7",1273,"B",-11.2367449054285,-6.82684954974162,-6.81381656664536
"213043",685905,2,2020,13,NA,3,2,2,58,4,3,2,NA,1,0,4,3,2,0,0,1,2,2,1,1,7,13,3,1962,NA,2,0,2.5,1,1,3,2,4,NA,NA,NA,1,NA,1962,1,"685905_1",1275,"B",-1.98715791665201,-8.32024901896351,-8.65356960329569
"213042",685905,1,2020,13,NA,3,1,1,62,4,4,2,NA,1,0,4,3,4,1,1,1,2,5,1,2,7,13,3,1958,NA,5,1,2.5,1,1,3,2,4,NA,62,NA,1,NA,1958,2,"685905_2",1274,"B",-3.48724578556893,-9.82057320732709,-10.1539062295249
"213044",685905,3,2020,13,NA,3,3,2,29,1,5,NA,NA,3,7,4,3,NA,0,0,7,2,NA,2,NA,7,13,3,1991,NA,NA,0,2.5,0,0,3,2,4,NA,NA,NA,10,NA,1991,6,"685905_6",1276,"B",-2.15332064641588,-5.23354632002885,-5.23189291767469
"213045",685905,4,2020,13,NA,3,3,2,23,1,5,NA,NA,3,6,4,3,NA,0,0,7,2,NA,2,NA,7,13,3,1997,NA,NA,0,2.5,1,0,3,2,4,NA,NA,NA,10,NA,1997,7,"685905_7",1277,"B",-2.78117962491754,-5.42163135730181,-5.41875496658833
"213062",685906,2,2020,13,NA,3,2,1,71,5,2,NA,NA,3,4,4,3,NA,0,0,7,2,NA,1,2,7,13,3,1949,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1949,2,"685906_2",1279,"B",2.25892067868678,-4.07441220089681,-4.40774551034858
"213061",685906,1,2020,13,NA,3,1,2,68,5,2,NA,NA,3,2,4,3,NA,1,1,7,2,NA,1,1,7,13,3,1952,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1952,3,"685906_3",1278,"B",3.35310266745003,-2.98016243167025,-3.31349217372921
"213239",685965,2,2020,15,NA,3,2,1,76,5,2,NA,NA,3,4,4,3,NA,0,1,7,3,NA,1,2,7,15,3,1944,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1944,1,"685965_1",1281,"B",-4.36178169113395,-6.59844401824568,-6.71616308809367
"213238",685965,1,2020,15,NA,3,1,2,73,5,2,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,1,7,15,3,1947,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1947,2,"685965_2",1280,"B",-20.0990394068146,-7.43328244260667,-6.76666365501678
"213404",686014,2,2020,15,NA,3,2,1,57,4,3,2,NA,1,0,4,3,2,0,1,1,3,2,1,2,7,15,3,1963,NA,2,1,2.5,1,1,2,2,4,NA,NA,NA,1,NA,1963,1,"686014_1",1283,"B",-12.715079056385,-4.46295406771637,-4.02863169989171
"213403",686014,1,2020,15,NA,3,1,2,52,4,2,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,1,7,15,3,1968,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1968,2,"686014_2",1282,"B",-11.2190445436976,1.04002670627859,1.68524098259312
"213405",686014,3,2020,15,NA,3,3,2,27,1,4,2,NA,1,0,4,3,6,0,0,2,3,8,2,3,7,15,3,1993,NA,9,0,2.5,1,1,2,2,4,NA,NA,NA,2,NA,1993,3,"686014_3",1284,"B",-3.5163154053857,-9.37972592075126,-9.68832647419155
"213406",686014,4,2020,15,NA,3,3,2,24,1,4,NA,NA,3,2,4,3,NA,0,0,7,3,NA,2,4,7,15,3,1996,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1996,4,"686014_4",1285,"B",-2.59988271421856,-5.74388016435349,-5.90935371436059
"213679",686133,1,2020,3,NA,4,1,1,77,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,4,1,7,15,3,1943,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,2,1943,1,"686133_1",1286,"B",-13.1562128731718,-0.489546214341123,0.177120451913125
