"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"309639",949888,3,2020,3,NA,3,3,2,10,1,2,NA,NA,3,6,1,1,NA,0,0,7,2,NA,2,NA,0,3,1,2010,NA,NA,0,2.1,0,0,1,1,4,NA,NA,NA,10,NA,2010,3,"949888_3",11421,"B",-19.3691880869324,-9.52332382262637,-9.5156479739696
"309640",949888,4,2020,3,NA,3,3,2,6,1,1,NA,NA,3,6,1,1,NA,0,0,7,2,NA,2,NA,0,3,1,2014,NA,NA,0,2.1,0,0,1,1,4,NA,NA,NA,10,NA,2014,4,"949888_4",11422,"B",-4.11634441077962,-5.84393876073507,-5.80520744712303
"309641",949890,1,2020,3,NA,3,1,1,71,5,3,NA,NA,3,4,1,1,NA,1,1,7,2,NA,1,NA,0,3,1,1949,NA,NA,1,2,1,0,3,1,3,NA,NA,NA,10,2,1949,1,"949890_1",11423,"B",-0.909223529105714,-4.60743454517029,-4.62941263047609
"309642",949890,2,2020,3,NA,3,2,2,67,5,3,NA,NA,3,4,1,1,NA,0,0,7,2,NA,1,NA,0,3,1,1953,NA,NA,0,2,1,0,3,1,3,NA,NA,NA,10,1,1953,2,"949890_2",11424,"B",-21.172108228086,-10.7184411965742,-10.612492639182
"309643",949890,3,2020,3,NA,3,3,1,34,2,5,2,NA,1,0,1,1,3,0,0,2,2,4,2,NA,0,3,1,1986,NA,4,0,2,1,1,3,1,3,NA,NA,NA,2,NA,1986,3,"949890_3",11425,"B",1.71963963911337,-3.04694892160279,-3.08308719827874
"309644",949908,1,2020,3,NA,4,1,1,80,5,4,2,NA,2,0,1,1,3,1,1,6,3,4,1,NA,0,3,1,1940,NA,4,1,1.5,1,1,2,2,2,NA,80,NA,6,NA,1940,1,"949908_1",11426,"B",-6.28229484631815,-6.18867651327582,-6.1852810871501
"309645",949908,2,2020,3,NA,4,2,2,76,5,4,2,NA,2,0,1,1,3,0,0,6,3,4,1,NA,0,3,1,1944,NA,4,0,1.5,1,1,2,2,2,NA,NA,NA,6,NA,1944,2,"949908_2",11427,"B",-11.4243874286253,-6.84760895065501,-6.83452119268932
"309646",949919,1,2020,3,NA,4,1,1,55,4,5,2,NA,2,0,1,1,6,1,1,5,3,8,1,NA,0,16,3,1965,NA,8,1,3,1,1,2,2,5,NA,65,NA,5,NA,1965,1,"949919_1",11428,"B",1.89836653263724,-2.93600116005121,-2.98570587206592
"309647",949919,2,2020,3,NA,4,2,2,55,4,5,2,NA,2,0,1,1,6,0,0,5,3,8,1,NA,0,3,1,1965,NA,8,0,3,1,1,2,2,5,NA,NA,NA,5,NA,1965,2,"949919_2",11429,"B",-1.33386802660087,-4.84441632860013,-4.89461781673793
"309648",949919,3,2020,3,NA,4,3,1,24,1,5,NA,NA,3,1,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1996,NA,NA,0,3,0,0,2,2,5,NA,NA,NA,10,NA,1996,3,"949919_3",11430,"B",-17.7089191369089,-8.67490722969777,-8.6532918904419
"309649",949919,4,2020,3,NA,4,3,1,24,1,5,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1996,NA,NA,0,3,0,0,2,2,5,NA,NA,NA,10,NA,1996,4,"949919_4",11431,"B",-11.9393139330929,-6.97289725087063,-6.96771494437263
"309650",949919,5,2020,3,NA,4,3,1,20,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2000,NA,NA,0,3,0,0,2,2,5,NA,NA,NA,10,NA,2000,5,"949919_5",11432,"B",-17.1135948889579,-8.45985545025736,-8.42157377356848
"309651",949920,1,2020,3,NA,4,1,1,58,4,5,2,NA,1,0,1,1,5,1,1,4,3,6,1,NA,0,3,1,1962,NA,6,1,2.5,1,1,2,2,4,NA,65,NA,4,NA,1962,1,"949920_1",11433,"B",0.0104012858871609,-4.12972888191615,-4.15078634195997
"309652",949920,2,2020,3,NA,4,2,2,56,4,5,2,NA,2,0,1,1,3,0,0,6,3,4,1,NA,0,3,1,1964,NA,4,0,2.5,1,1,2,2,4,NA,NA,NA,6,NA,1964,2,"949920_2",11434,"B",-19.7706802802733,-9.73331054838425,-9.7510410457807
"309653",949920,3,2020,3,NA,4,3,2,21,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1999,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1999,3,"949920_3",11435,"B",-2.49766132036751,-5.34176684844946,-5.35084488845778
"309654",949920,4,2020,3,NA,4,3,1,15,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2005,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2005,4,"949920_4",11436,"B",5.97335538802934,0.435407603248587,0.392255331226361
"309655",949924,1,2020,3,NA,4,1,1,62,4,6,2,NA,2,0,1,1,6,1,1,5,3,8,1,NA,0,3,1,1958,NA,8,1,3,1,1,3,3,5,NA,65,NA,5,NA,1958,1,"949924_1",11437,"B",-14.892853953844,-7.5970580592072,-7.66294172966863
"309656",949924,2,2020,3,NA,4,2,2,59,4,6,2,NA,2,0,1,1,6,0,0,5,3,8,1,NA,0,3,1,1961,NA,8,0,3,1,1,3,3,5,NA,NA,NA,5,NA,1961,2,"949924_2",11438,"B",-17.4781460064612,-8.57799841606802,-8.56241953761934
"309657",949924,3,2020,3,NA,4,3,2,27,1,5,NA,NA,3,1,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1993,NA,NA,0,3,0,0,3,3,5,NA,NA,NA,10,NA,1993,3,"949924_3",11439,"B",-8.15194023152156,-6.43304203124553,-6.4368433467202
"309658",949924,4,2020,3,NA,4,3,2,25,1,5,2,NA,1,0,1,1,6,0,0,2,3,8,2,NA,0,3,1,1995,NA,9,0,3,1,1,3,3,5,NA,NA,NA,2,NA,1995,4,"949924_4",11440,"B",-19.4495127762443,-9.56373080457337,-9.5514564033411
"309659",949924,5,2020,3,NA,4,3,2,22,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1998,NA,NA,0,3,0,0,3,3,5,NA,NA,NA,10,NA,1998,5,"949924_5",11441,"B",1.31207758759818,-3.33925272339982,-3.33470360949663
"309660",949928,1,2020,3,NA,4,1,1,51,4,5,2,NA,2,0,1,1,6,1,1,5,3,8,1,NA,0,3,1,1969,NA,8,1,2.3,1,1,2,2,4,NA,60,NA,5,NA,1969,1,"949928_1",11442,"B",0.0877920632130724,-4.08278515378098,-4.104391955928
"309661",949928,2,2020,3,NA,4,2,2,51,4,5,2,NA,1,0,1,1,6,0,0,4,3,8,1,NA,0,3,1,1969,NA,8,0,2.3,1,1,2,2,4,NA,NA,NA,4,NA,1969,2,"949928_2",11443,"B",-1.19711450629162,-4.78140091816703,-4.82629586972669
"309662",949928,3,2020,3,NA,4,3,2,16,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2004,NA,NA,0,2.3,0,0,2,2,4,NA,NA,NA,10,NA,2004,3,"949928_3",11444,"B",1.58843083245397,-3.14478216000406,-3.14678075588976
"309663",949928,4,2020,3,NA,4,3,2,12,1,2,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2008,NA,NA,0,2.3,0,0,2,2,4,NA,NA,NA,10,NA,2008,4,"949928_4",11445,"B",-4.93724135672362,-5.97060981285435,-5.97787773174515
"309664",949947,1,2020,3,NA,4,1,2,46,3,5,2,NA,1,0,1,1,2,1,1,3,3,2,1,NA,0,3,1,1974,NA,2,1,2.1,1,1,2,2,4,NA,65,NA,3,NA,1974,1,"949947_1",11446,"B",-7.69414226321586,-6.34766216642983,-6.3744939723461
"309665",949947,2,2020,3,NA,4,2,1,50,3,5,2,NA,2,0,1,1,6,0,0,5,3,8,1,NA,0,3,1,1970,NA,8,0,2.1,1,1,2,2,4,NA,NA,NA,5,NA,1970,2,"949947_2",11447,"B",7.23301221136718,1.61340061194667,1.54224392683616
"309666",949947,3,2020,3,NA,4,3,2,7,1,1,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2013,NA,NA,0,2.1,0,0,2,2,4,NA,NA,NA,10,NA,2013,3,"949947_3",11448,"B",0.524907508795613,-3.83312150458553,-3.82565901413989
"309667",949947,4,2020,3,NA,4,3,2,7,1,1,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2013,NA,NA,0,2.1,0,0,2,2,4,NA,NA,NA,10,NA,2013,4,"949947_4",11449,"B",-2.02574457101933,-5.17317946528795,-5.1788927439062
"309668",949952,1,2020,3,NA,4,1,2,76,5,3,NA,NA,3,4,1,1,NA,1,1,7,3,NA,4,NA,0,16,3,1944,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,4,1944,1,"949952_1",11450,"B",6.79746268329818,1.2537532026536,1.2302735911952
"309669",949955,1,2020,3,NA,4,1,2,92,5,2,NA,NA,3,2,1,1,NA,1,1,7,3,NA,4,NA,0,19,3,1928,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1928,1,"949955_1",11451,"B",4.08056403004999,-1.17139656568598,-1.22837838840415
"309670",949960,1,2020,3,NA,4,1,1,72,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,1,NA,0,19,3,1948,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1948,1,"949960_1",11452,"B",-15.20241259605,-7.6805901284113,-7.7553974009118
"309671",949960,2,2020,3,NA,4,2,2,65,4,4,NA,NA,3,4,1,1,NA,0,0,7,3,NA,1,NA,0,19,3,1955,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1955,2,"949960_2",11453,"B",-3.06747954206905,-5.50603981818304,-5.50555365332671
"309672",949962,1,2020,3,NA,4,1,2,82,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,4,NA,0,2,1,1938,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,2,1938,1,"949962_1",11454,"B",-13.8059146245429,-7.34800798713012,-7.35532767473545
"309673",949973,1,2020,3,NA,4,1,1,57,4,5,2,NA,1,0,1,1,6,1,1,4,3,8,2,NA,0,3,1,1963,NA,8,1,2,1,1,2,2,3,NA,67,NA,4,NA,1963,1,"949973_1",11455,"B",4.11970889537225,-1.1523629365429,-1.19466081445197
"309674",949973,2,2020,3,NA,4,2,2,58,4,5,2,NA,1,0,1,1,6,0,0,4,3,8,2,NA,0,3,1,1962,NA,9,0,2,1,1,2,2,3,NA,67,NA,4,NA,1962,2,"949973_2",11456,"B",1.53250513767042,-3.18943313530868,-3.19010149322818
"309675",949973,3,2020,3,NA,4,3,1,20,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2000,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2000,3,"949973_3",11457,"B",-12.8064602252829,-7.15376863091164,-7.14446962306566
"309676",949978,1,2020,3,NA,4,1,2,59,4,5,2,NA,2,0,1,1,5,1,1,6,3,6,1,NA,0,8,1,1961,NA,6,1,2.5,1,1,3,3,4,NA,70,NA,7,NA,1961,1,"949978_1",11458,"B",2.48053788920623,-2.53458530829656,-2.5519872898666
"309677",949978,2,2020,3,NA,4,2,1,64,4,5,2,NA,2,0,1,1,2,0,0,5,3,3,1,NA,0,3,1,1956,NA,3,0,2.5,1,1,3,3,4,NA,NA,NA,5,NA,1956,2,"949978_2",11459,"B",-1.18734344825018,-4.77144821538198,-4.81215487865152
"309678",949978,3,2020,3,NA,4,3,1,30,1,4,2,NA,1,0,1,1,6,0,0,2,3,8,2,NA,0,3,1,1990,NA,8,0,2.5,1,1,3,3,4,NA,NA,NA,2,NA,1990,3,"949978_3",11460,"B",-20.0838647243515,-9.96965018224749,-9.95521275702438
"309679",949978,4,2020,3,NA,4,3,1,22,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,1998,NA,NA,0,2.5,0,0,3,3,4,NA,NA,NA,10,NA,1998,4,"949978_4",11461,"B",-18.4734437802527,-9.1045404821402,-9.0462494760796
"309680",949982,1,2020,3,NA,4,1,1,58,4,4,2,NA,1,0,1,1,2,1,1,1,3,2,1,NA,0,NA,NA,1962,NA,2,1,2.6,1,1,2,2,5,2,67,NA,1,NA,1962,1,"949982_1",11462,"B",3.24338659267094,-1.91748282814778,-1.95592099580207
"309681",949982,2,2020,3,NA,4,2,2,38,2,3,2,NA,1,0,1,1,6,0,0,1,3,8,1,NA,0,NA,NA,1982,NA,8,0,2.6,1,1,2,2,5,2,NA,NA,1,NA,1982,2,"949982_2",11463,"B",-1.9120601004021,-5.12535061460917,-5.13613600442706
"309682",949982,3,2020,3,NA,4,3,2,20,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2000,NA,NA,0,2.6,0,0,2,2,5,NA,NA,NA,10,NA,2000,3,"949982_3",11464,"B",3.86482875361944,-1.33943119532703,-1.38890326256509
"309683",949982,4,2020,3,NA,4,3,1,13,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2007,NA,NA,0,2.6,0,0,2,2,5,NA,NA,NA,10,NA,2007,4,"949982_4",11465,"B",3.53126953974714,-1.65261131471094,-1.70368652940788
"309684",949982,5,2020,3,NA,4,3,1,9,1,1,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2011,NA,NA,0,2.6,0,0,2,2,5,NA,NA,NA,10,NA,2011,5,"949982_5",11466,"B",-0.209447108517575,-4.25607901144447,-4.2756965542955
"309685",949988,1,2020,3,NA,4,1,1,78,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,1,NA,0,12,2,1942,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,5,1942,1,"949988_1",11467,"B",2.15977841032989,-2.7818102317465,-2.81748071753371
"309686",949988,2,2020,3,NA,4,2,2,62,4,4,NA,NA,3,7,1,1,NA,0,0,7,3,NA,1,NA,0,NA,NA,1958,NA,NA,0,1.5,0,0,1,0,2,2,NA,NA,10,NA,1958,2,"949988_2",11468,"B",0.197904856315262,-4.02999793927794,-4.03192877982288
"309687",949996,1,2020,3,NA,4,1,1,50,3,4,2,NA,1,0,1,1,6,1,1,2,3,8,1,NA,0,3,1,1970,NA,8,0,2.1,1,1,2,2,4,NA,57,NA,2,NA,1970,1,"949996_1",11469,"B",1.42797748601689,-3.25596152464696,-3.24824792383172
"309688",949996,2,2020,3,NA,4,2,2,34,2,5,2,NA,1,0,1,1,3,0,0,1,3,4,1,NA,0,NA,NA,1986,NA,4,1,2.1,1,1,2,2,4,1,NA,NA,1,NA,1986,2,"949996_2",11470,"B",-18.3670184810736,-9.06937193941648,-9.00382753481001
"309689",949996,3,2020,3,NA,4,3,2,7,1,1,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2013,NA,NA,0,2.1,0,0,2,2,4,NA,NA,NA,10,NA,2013,3,"949996_3",11471,"B",-23.288587672251,-12.3610024455964,-12.2983506617741
"309690",949996,4,2020,3,NA,4,3,1,5,1,1,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,NA,0,3,1,2015,NA,NA,0,2.1,0,0,2,2,4,NA,NA,NA,10,NA,2015,4,"949996_4",11472,"B",0.676208549938758,-3.73880617463665,-3.72140164850351
"309691",950002,1,2020,3,NA,3,1,1,67,5,4,NA,NA,3,4,1,1,NA,1,1,7,3,NA,4,NA,0,3,1,1953,NA,NA,1,1.5,1,0,2,1,2,NA,NA,NA,10,2,1953,1,"950002_1",11473,"B",0.502561849020202,-3.84217469521332,-3.83751810128055
"309692",950002,2,2020,3,NA,3,3,1,30,1,5,2,NA,1,0,1,1,2,0,0,2,3,2,2,NA,0,3,1,1990,NA,2,0,1.5,1,1,2,1,2,NA,NA,NA,2,NA,1990,2,"950002_2",11474,"B",-4.21484771684516,-5.86164119631553,-5.83152300692209
"309693",950045,1,2020,11,NA,3,1,1,51,4,3,NA,NA,3,7,3,2,NA,1,1,7,2,NA,2,NA,0,11,2,1969,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1969,1,"950045_1",11475,"B",-14.2661218153886,-7.43328244260667,-7.45541363894717
"309694",950054,1,2020,16,NA,4,1,2,57,4,3,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,NA,0,16,3,1963,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1963,1,"950054_1",11476,"B",2.94704264954225,-2.13271750470835,-2.19593665557069
"309695",950054,2,2020,16,NA,4,2,1,59,4,3,2,NA,2,0,4,3,4,0,1,6,3,5,1,NA,0,16,3,1961,NA,5,1,1.5,1,1,1,1,2,NA,NA,NA,6,NA,1961,2,"950054_2",11477,"B",9.6881555135057,3.9954438600321,3.67670177384169
"309696",950055,1,2020,16,NA,4,1,2,65,4,6,2,NA,1,0,4,3,6,1,1,4,3,8,1,NA,0,16,3,1955,NA,9,1,1.5,1,1,2,2,2,NA,70,NA,4,NA,1955,1,"950055_1",11478,"B",-3.32467095129351,-5.6213034639841,-5.59632861241533
"309697",950055,2,2020,16,NA,4,2,1,65,4,6,2,NA,1,0,4,3,6,0,0,4,3,8,1,NA,0,16,3,1955,NA,9,0,1.5,1,1,2,2,2,NA,NA,NA,4,NA,1955,2,"950055_2",11479,"B",2.81966376389835,-2.25687483720505,-2.30549889632364
"309698",950064,1,2020,16,NA,4,1,2,79,5,1,NA,NA,3,4,4,3,NA,1,1,7,3,NA,4,NA,0,16,3,1941,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1941,1,"950064_1",11480,"B",-14.7040015314954,-7.53774513705848,-7.61026101248072
"309699",950067,1,2020,16,NA,4,1,2,61,4,2,NA,NA,3,2,4,3,NA,1,1,7,3,NA,1,NA,0,16,3,1959,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,NA,1959,1,"950067_1",11481,"B",-19.9063762779419,-9.81538292510406,-9.84860658058397
"309700",950067,2,2020,16,NA,4,2,1,63,4,3,2,NA,2,0,4,3,6,0,0,6,3,8,1,NA,0,16,3,1957,NA,8,1,2,1,1,1,1,3,NA,NA,NA,7,NA,1957,2,"950067_2",11482,"B",2.03965535629151,-2.86259489039041,-2.9032169567544
"309701",950067,3,2020,16,NA,4,3,2,28,1,5,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,1992,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,NA,1992,3,"950067_3",11483,"B",-1.56218015350752,-4.96881618154462,-4.99760470658307
"309702",950075,1,2020,16,NA,4,1,2,71,5,2,NA,NA,3,2,4,3,NA,1,1,7,3,NA,1,NA,0,16,3,1949,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1949,1,"950075_1",11484,"B",-3.05638098694906,-5.50403104603493,-5.50202074667552
"309703",950075,2,2020,16,NA,4,2,1,74,5,4,NA,NA,3,4,4,3,NA,0,0,7,3,NA,1,NA,0,16,3,1946,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,8,1946,2,"950075_2",11485,"B",-15.0345666417552,-7.63551112931365,-7.6999577975092
"309704",950077,1,2020,16,NA,4,1,1,58,4,4,2,NA,2,0,4,3,5,1,1,5,3,6,1,NA,0,16,3,1962,NA,6,1,1.5,1,1,2,2,2,NA,65,NA,5,NA,1962,1,"950077_1",11486,"B",6.17639616031111,0.675798903632223,0.601184231267487
"309705",950077,2,2020,16,NA,4,2,2,57,4,4,2,NA,1,0,4,3,6,0,0,4,3,8,1,NA,0,16,3,1963,NA,9,0,1.5,1,1,2,2,2,NA,NA,NA,4,NA,1963,2,"950077_2",11487,"B",-1.85261337182603,-5.09884473164111,-5.11659176472945
"309706",950079,1,2020,16,NA,4,1,2,20,1,3,NA,NA,3,1,4,3,NA,1,0,7,3,NA,2,NA,0,16,3,2000,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,NA,2000,1,"950079_1",11488,"B",-13.4425672369377,-7.26791947899814,-7.27548637596194
"309707",950079,2,2020,16,NA,4,4,2,47,3,2,NA,NA,3,5,4,3,NA,0,0,7,3,NA,1,NA,0,16,3,1973,NA,NA,0,2,0,0,1,1,3,NA,NA,NA,10,8,1973,2,"950079_2",11489,"B",-1.3087753245342,-4.83025565508543,-4.88128080410935
"309708",950079,3,2020,16,NA,4,4,1,51,4,3,2,NA,2,0,4,3,3,0,1,6,3,4,1,NA,0,16,3,1969,NA,4,1,2,1,1,1,1,3,NA,NA,NA,7,NA,1969,3,"950079_3",11490,"B",-17.1601069112506,-8.47494867109627,-8.43154505141886
"309709",950081,1,2020,16,NA,4,1,2,46,3,3,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,NA,0,16,3,1974,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,1974,1,"950081_1",11491,"B",7.45945233879538,1.77766784859332,1.76223019777772
"309710",950081,2,2020,16,NA,4,2,1,49,3,3,2,NA,2,0,4,3,2,0,1,6,3,3,1,NA,0,16,3,1971,NA,3,1,3.1,1,1,1,1,6,NA,NA,NA,7,NA,1971,2,"950081_2",11492,"B",-15.2648208966269,-7.6867048147564,-7.76145111500531
"309711",950081,3,2020,16,NA,4,3,2,18,1,4,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,2002,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2002,3,"950081_3",11493,"B",-3.33066189071258,-5.62667772358464,-5.60288469272171
"309712",950081,4,2020,16,NA,4,3,2,14,1,3,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,2006,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2006,4,"950081_4",11494,"B",-5.12822863838328,-6.01343539735264,-6.01734399814879
"309713",950081,5,2020,16,NA,4,3,2,12,1,2,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,2008,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2008,5,"950081_5",11495,"B",-1.91229886012974,-5.12738952422961,-5.13656775571249
"309714",950081,6,2020,16,NA,4,3,1,10,1,2,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,2010,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2010,6,"950081_6",11496,"B",5.7708296594193,0.265285608667705,0.214661926247977
"309715",950082,1,2020,16,NA,4,1,1,58,4,6,2,NA,1,0,4,3,6,1,1,2,3,8,1,NA,0,16,3,1962,NA,9,1,2,1,1,2,2,3,NA,68,NA,2,NA,1962,1,"950082_1",11497,"B",-19.0122664838441,-9.37661013071748,-9.35992903669174
"309716",950082,2,2020,16,NA,4,2,2,58,4,6,2,NA,2,0,4,3,5,0,0,5,3,6,1,NA,0,17,3,1962,NA,6,0,2,1,1,2,2,3,NA,NA,NA,5,NA,1962,2,"950082_2",11498,"B",-19.6607074287927,-9.69326819635366,-9.68936859217823
"309717",950082,3,2020,16,NA,4,3,2,18,1,4,NA,NA,3,6,4,3,NA,0,0,7,3,NA,1,NA,0,16,3,2002,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2002,3,"950082_3",11499,"B",3.27341915332,-1.89909586416332,-1.93065109027734
"309718",950083,1,2020,16,NA,4,1,1,42,3,3,2,NA,2,0,4,3,3,1,1,6,3,4,3,NA,0,16,3,1978,NA,4,1,1,1,1,1,1,1,NA,68,NA,7,NA,1978,1,"950083_1",11500,"B",-15.7642003688986,-7.89508294377323,-7.9094915464415
"309719",950084,1,2020,16,NA,4,1,2,46,3,3,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,NA,0,16,3,1974,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,1974,1,"950084_1",11501,"B",-0.0487323013280241,-4.16079675943069,-4.18847595140536
"309720",950084,2,2020,16,NA,4,2,1,49,3,5,2,NA,1,0,4,3,2,0,1,2,3,2,1,NA,0,16,3,1971,NA,2,1,1.8,1,1,1,1,3,NA,NA,NA,2,NA,1971,2,"950084_2",11502,"B",0.0770542408944284,-4.09522117690023,-4.11537469658068
"309721",950084,3,2020,16,NA,4,3,2,8,1,2,NA,NA,3,6,4,3,NA,0,0,7,3,NA,2,NA,0,16,3,2012,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,2012,3,"950084_3",11503,"B",3.66132791701134,-1.490921628512,-1.53998796647863
"309722",950087,1,2020,16,NA,4,1,2,66,5,3,NA,NA,3,2,4,3,NA,1,0,7,3,NA,1,NA,0,16,3,1954,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1954,1,"950087_1",11504,"B",-2.25133101558322,-5.26339014136497,-5.26814807762735
"309723",950087,2,2020,16,NA,4,2,1,71,5,1,NA,NA,3,4,4,3,NA,0,1,7,3,NA,1,NA,0,16,3,1949,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,7,1949,2,"950087_2",11505,"B",-11.6335582603393,-6.89427796027578,-6.86880482797771
"309724",950090,1,2020,16,NA,4,1,2,54,4,2,NA,NA,3,4,4,3,NA,1,1,7,3,NA,2,NA,0,16,3,1966,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1966,1,"950090_1",11506,"B",2.29170228964075,-2.69267888209503,-2.68931696590581
"309725",950090,2,2020,16,NA,4,4,1,85,5,2,NA,NA,3,4,4,3,NA,0,0,7,3,NA,4,NA,0,16,3,1935,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1935,2,"950090_2",11507,"B",0.325353634604768,-3.92954135130831,-3.94680983032857
"309726",950118,1,2020,16,NA,4,1,2,71,5,5,NA,NA,3,4,4,3,NA,1,1,7,3,NA,4,NA,0,16,3,1949,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,3,1949,1,"950118_1",11508,"B",-14.5613031144495,-7.48806161602304,-7.54747785327676
"309727",950120,1,2020,16,NA,4,1,2,59,4,5,2,NA,2,0,4,3,6,1,1,5,3,7,1,NA,0,16,3,1961,NA,7,0,1.5,1,1,2,2,2,NA,68,NA,5,NA,1961,1,"950120_1",11509,"B",-1.65612922291716,-5.01343599172556,-5.03452325273595
"309728",950120,2,2020,16,NA,4,2,1,62,4,5,2,NA,2,0,4,3,6,0,0,5,3,7,1,NA,0,16,3,1958,NA,7,1,1.5,1,1,2,2,2,NA,NA,NA,5,NA,1958,2,"950120_2",11510,"B",-18.1829111353385,-8.93187454622797,-8.85598400715734
"309729",950123,1,2020,16,NA,4,1,1,23,1,4,NA,NA,3,1,4,3,NA,1,0,7,3,NA,2,NA,0,16,3,1997,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,1997,1,"950123_1",11511,"B",-19.6536765239444,-9.68187208055818,-9.68208314324675
"309730",950123,2,2020,16,NA,4,4,2,50,3,3,2,NA,1,0,4,3,2,0,1,1,3,2,1,NA,0,16,3,1970,NA,2,1,2,1,1,2,2,3,NA,NA,NA,1,NA,1970,2,"950123_2",11512,"B",2.37537125692683,-2.63626784035022,-2.64901926893365
