"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","X1","X2","X3"
"257916",855259,1,2016,10,NA,3,1,1,65,4,4,3,NA,3,4,3,2,7,1,1,7,2,9,2,1,3,10,2,1951,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1951,1,"855259_1",4341,"A",-0.335508301455791,-0.592653914390483,0.207885587574287
"257917",855259,2,2016,10,NA,3,4,1,64,4,4,3,NA,3,4,3,2,7,0,0,7,2,9,2,2,3,10,2,1952,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1952,2,"855259_2",4342,"A",0.228986525683966,4.0260487025994,-0.66664039159444
"257942",855268,1,2016,10,NA,3,1,2,70,5,2,3,NA,3,4,3,2,7,1,1,7,2,9,4,2,3,10,2,1946,10,11,1,1,1,0,1,0,1,NA,NA,8,NA,NA,1946,2,"855268_2",4343,"A",0.638946454163418,-4.01877497443823,0.33328121042412
"257977",855295,1,2016,4,NA,1,1,2,71,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,2,1,3,4,1,1945,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1945,1,"855295_1",4344,"A",0.134083842942453,0.393752523468168,0.333332748072403
"258004",855308,1,2016,4,NA,1,1,1,67,5,2,3,NA,3,4,2,1,7,1,1,7,1,9,1,1,3,4,1,1949,10,11,0,1.5,1,0,2,1,2,NA,NA,8,NA,NA,1949,1,"855308_1",4345,"A",0.74699518857374,1.76506757337281,-0.666666204978685
"258005",855308,2,2016,4,NA,1,2,2,57,4,4,2,NA,1,0,2,1,6,0,0,2,1,8,1,2,3,4,1,1959,2,9,1,1.5,1,1,2,1,2,NA,NA,NA,NA,NA,1959,2,"855308_2",4346,"A",1.00892456593591,-0.978894528325945,-0.645151488770077
"258028",855344,1,2016,6,NA,2,1,2,56,4,5,2,NA,1,0,2,1,6,1,1,2,1,8,1,1,3,6,1,1960,2,9,1,1.5,1,1,2,2,2,NA,67,NA,NA,NA,1960,1,"855344_1",4347,"A",0.0345198659713982,0.407359245733399,0.320516890033982
"258029",855344,2,2016,6,NA,2,3,1,24,1,4,2,NA,1,0,2,1,3,0,0,1,1,4,2,2,3,6,1,1992,1,4,0,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1992,2,"855344_2",4348,"A",0.391657393804579,8.96645503777688,-0.653372442347342
"258062",855371,1,2016,11,NA,3,1,2,53,4,3,3,NA,3,2,3,2,7,1,0,7,3,9,2,1,3,11,2,1963,10,11,0,2,0,0,2,0,3,NA,NA,NA,NA,NA,1963,1,"855371_1",4349,"A",0.615376781641781,-2.68476864180113,0.333333331647759
"258063",855371,2,2016,11,NA,3,4,1,81,5,2,3,NA,3,4,3,2,7,0,1,7,3,9,1,2,3,11,2,1935,10,11,1,2,1,0,2,0,3,NA,NA,1,NA,NA,1935,2,"855371_2",4350,"A",-0.00984350515206311,3.10160476798194,-0.469897159704015
"258064",855371,3,2016,11,NA,3,4,2,75,5,1,3,NA,3,4,3,2,7,0,0,7,3,9,1,3,3,11,2,1941,10,11,0,2,1,0,2,0,3,NA,NA,1,NA,NA,1941,3,"855371_3",4351,"A",-0.286233811725223,1.60467280275554,0.333248743659087
"258088",855376,1,2016,11,NA,3,1,2,56,4,4,2,NA,2,0,3,2,5,1,1,5,3,6,1,1,3,3,1,1960,5,6,1,2,1,1,3,3,3,NA,65,NA,NA,NA,1960,1,"855376_1",4352,"A",0.777408233448358,0.49101124330708,-0.585585488703424
"258089",855376,2,2016,11,NA,3,2,1,56,4,3,2,NA,1,0,3,2,2,0,0,1,3,2,1,2,3,11,2,1960,1,2,0,2,1,1,3,3,3,NA,NA,NA,NA,NA,1960,2,"855376_2",4353,"A",-0.00154606741307606,-1.00536153491048,-0.161124963292149
"258090",855376,3,2016,11,NA,3,3,2,27,1,5,2,NA,2,0,3,2,5,0,0,5,3,6,2,3,3,11,2,1989,5,6,0,2,1,1,3,3,3,NA,NA,NA,NA,NA,1989,4,"855376_4",4354,"A",0.340547550866296,1.89825039282055,0.221853314900891
"258126",855396,1,2016,11,NA,3,1,2,50,3,4,3,NA,3,5,3,2,7,1,0,7,3,9,1,1,3,11,2,1966,10,11,0,3,0,0,2,2,5,NA,NA,1,NA,NA,1966,1,"855396_1",4355,"A",-0.636563204101935,-3.21930912913864,0.333333333333327
"258127",855396,2,2016,11,NA,3,2,1,53,4,3,2,NA,1,0,3,2,2,0,1,1,3,2,1,2,3,11,2,1963,1,2,1,3,1,1,2,2,5,NA,NA,NA,NA,NA,1963,2,"855396_2",4356,"A",1.60594307443795,-1.50585658023777,-0.666655441498018
"258128",855396,3,2016,11,NA,3,3,1,23,1,4,2,NA,1,0,3,2,6,0,0,1,3,8,2,3,3,11,2,1993,1,8,0,3,1,1,2,2,5,NA,NA,NA,NA,NA,1993,3,"855396_3",4357,"A",1.30115200707709,-2.55692290663598,-0.525892532629103
"258129",855396,4,2016,11,NA,3,3,2,18,1,3,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,3,11,2,1998,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1998,4,"855396_4",4358,"A",0.834435397264913,-3.88175782731739,0.244816503094381
"258130",855396,5,2016,11,NA,3,3,1,17,1,3,3,NA,3,6,3,2,7,0,0,7,3,9,2,5,3,11,2,1999,10,11,0,3,0,0,2,2,5,NA,NA,NA,NA,NA,1999,5,"855396_5",4359,"A",0.235514737041615,-0.572697394243053,0.333326161646098
"258153",855402,1,2016,11,NA,3,1,2,30,1,4,3,NA,3,2,3,2,7,1,0,7,3,9,1,1,3,11,2,1986,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,1986,1,"855402_1",4360,"A",-1.23591935281565,-3.5229961082607,-0.666589103095269
"258154",855402,2,2016,11,NA,3,2,1,32,2,4,2,NA,2,0,3,2,2,0,1,6,3,3,1,2,3,11,2,1984,7,3,1,3,1,1,1,1,7,NA,NA,NA,NA,NA,1984,2,"855402_2",4361,"A",-0.576700050445103,-1.44217276425604,-0.25512141765851
"258155",855402,3,2016,11,NA,3,3,2,12,1,2,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,3,11,2,2004,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,2004,3,"855402_3",4362,"A",-0.0487973942072572,-1.97635016813315,-0.502160379245867
"258156",855402,4,2016,11,NA,3,3,2,10,1,2,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,3,11,2,2006,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,2006,4,"855402_4",4363,"A",-0.309478554595785,2.10277568123904,0.333333333333333
"258157",855402,5,2016,11,NA,3,3,1,8,1,1,3,NA,3,6,3,2,7,0,0,7,3,9,2,5,3,11,2,2008,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,2008,5,"855402_5",4364,"A",-0.550539634255176,0.361031413992311,0.333333332886563
"258158",855402,6,2016,11,NA,3,3,2,6,1,1,3,NA,3,6,3,2,7,0,0,7,3,9,2,6,3,11,2,2010,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,2010,6,"855402_6",4365,"A",0.975323341512347,0.870691490381435,-0.643261327697104
"258159",855402,7,2016,11,NA,3,3,1,1,1,1,3,NA,3,7,3,2,7,0,0,7,3,9,2,NA,3,11,2,2015,10,11,0,3,0,0,1,1,7,NA,NA,NA,NA,NA,2015,7,"855402_7",4366,"A",-0.0905764375172019,-0.137947919819023,-0.662037485801617
"258169",855417,1,2016,12,NA,4,1,1,55,4,4,3,NA,3,4,3,2,7,1,1,7,3,9,3,1,3,NA,NA,1961,10,11,0,1.5,1,0,2,1,2,1,NA,NA,NA,NA,1961,1,"855417_1",4367,"A",0.0280739922337794,0.0680388735058223,0.3333332969918
"258170",855417,2,2016,12,NA,4,2,2,48,3,4,2,NA,1,0,3,2,3,0,0,1,3,4,3,2,3,NA,NA,1968,1,4,1,1.5,1,1,2,1,2,1,NA,NA,NA,NA,1968,2,"855417_2",4368,"A",0.86838527427085,-1.42296401188837,0.33333330250326
"258201",855468,1,2016,1,NA,3,1,2,61,4,5,2,NA,1,0,1,1,6,1,1,2,3,7,1,1,3,NA,NA,1955,2,7,0,1.5,1,1,2,2,2,1,65,NA,NA,NA,1955,1,"855468_1",4369,"A",0.36104626842911,3.6242286186547,0.215630208211635
"258202",855468,2,2016,1,NA,3,2,1,62,4,4,2,NA,1,0,1,1,6,0,0,2,3,7,1,2,3,1,1,1954,2,7,1,1.5,1,1,2,2,2,NA,65,NA,NA,NA,1954,2,"855468_2",4370,"A",-0.916312967362579,-0.0595394365821667,0.332250212455209
"258248",855534,1,2016,16,NA,2,1,1,76,5,2,3,NA,3,4,4,3,7,1,1,7,1,9,1,1,3,16,3,1940,10,11,1,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1940,1,"855534_1",4371,"A",0.391282021335628,-1.38378485998836,0.328956948216454
"258249",855534,2,2016,16,NA,2,2,2,69,5,2,3,NA,3,4,4,3,7,0,0,7,1,9,1,2,3,16,3,1947,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1947,2,"855534_2",4372,"A",-0.988957872052876,-0.581983571576605,-0.622657835100295
"258305",855681,1,2016,16,NA,3,1,1,70,5,4,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,3,16,3,1946,10,11,1,1.5,1,0,1,0,2,NA,NA,4,NA,NA,1946,1,"855681_1",4373,"A",0.664928874939768,-3.91549038383386,0.3271005146256
"258306",855681,2,2016,16,NA,3,2,2,68,5,3,3,NA,3,2,4,3,7,0,0,7,3,9,1,2,3,16,3,1948,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1948,2,"855681_2",4374,"A",-1.46685343199129,-1.98691738454844,0.238677119674496
"258313",855685,1,2016,16,NA,3,1,1,75,5,3,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,3,16,3,1941,10,11,1,1.5,1,0,1,0,2,NA,NA,2,NA,NA,1941,1,"855685_1",4375,"A",1.38346824614408,-1.69033890760074,0.0797240738832827
"258314",855685,2,2016,16,NA,3,2,2,71,5,2,3,NA,3,2,4,3,7,0,0,7,3,9,1,2,3,16,3,1945,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1945,2,"855685_2",4376,"A",-0.656872949197939,3.53385874117098,-0.362628333487274
"258365",855780,1,2016,11,NA,2,1,1,41,3,4,2,NA,1,0,3,2,3,1,1,1,1,4,1,1,3,NA,NA,1975,1,4,1,2.1,1,1,2,2,4,2,65,NA,NA,NA,1975,1,"855780_1",4377,"A",-0.484531096352907,-4.12637876827845,-0.664402289547122
"258366",855780,2,2016,11,NA,2,2,2,37,2,5,2,NA,1,0,3,2,2,0,0,1,1,2,1,2,3,NA,NA,1979,1,2,0,2.1,1,1,2,2,4,2,68,NA,NA,NA,1979,2,"855780_2",4378,"A",0.538648956669761,2.79165749297085,-0.479234341843644
"258367",855780,3,2016,11,NA,2,3,2,2,1,1,3,NA,3,7,3,2,7,0,0,7,1,9,2,3,3,11,2,2014,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2014,3,"855780_3",4379,"A",-0.246202860585451,2.58446058841942,-0.0183910423460806
"258368",855780,4,2016,11,NA,2,3,2,0,1,1,3,NA,3,7,3,2,7,0,0,7,1,9,2,NA,3,11,2,2016,10,11,0,2.1,0,0,2,2,4,NA,NA,NA,NA,NA,2016,4,"855780_4",4380,"A",0.227688748930809,3.16659860700829,-0.666210457135824
"258381",855790,1,2016,11,NA,2,1,2,63,4,4,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,3,11,2,1953,10,11,1,1.5,1,0,2,0,2,NA,NA,4,NA,NA,1953,1,"855790_1",4381,"A",-0.357116768324384,-0.262707143696023,0.333195083233366
"258382",855790,2,2016,11,NA,2,2,1,67,5,3,3,NA,3,4,3,2,7,0,0,7,1,9,1,2,3,11,2,1949,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1949,2,"855790_2",4382,"A",1.50776596874348,-0.731896474693892,0.229404227143857
"258396",855792,1,2016,11,NA,2,1,2,62,4,4,2,NA,1,0,3,2,3,1,1,2,1,4,1,1,3,11,2,1954,2,4,0,1.5,1,1,2,2,2,NA,68,NA,NA,NA,1954,1,"855792_1",4383,"A",-0.362523025210732,-0.725099992114988,0.327121885128173
"258397",855792,2,2016,11,NA,2,2,1,66,5,4,2,NA,1,0,3,2,2,0,0,3,1,2,1,2,3,12,2,1950,3,2,1,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1950,2,"855792_2",4384,"A",0.169707940955409,-4.17353547576542,-0.0655444046064623
"258415",855809,1,2016,11,NA,2,1,2,86,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,3,11,2,1930,10,11,0,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1930,1,"855809_1",4385,"A",-1.46650334972889,-0.904170259476287,0.333333333332111
"258416",855809,2,2016,11,NA,2,2,1,91,5,2,3,NA,3,4,3,2,7,0,0,7,1,9,1,2,3,11,2,1925,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1925,2,"855809_2",4386,"A",0.349901748724049,2.18609792980645,0.306058012500145
"258434",855839,1,2016,3,NA,3,1,1,53,4,3,2,NA,1,0,1,1,4,1,1,2,2,5,1,1,3,3,1,1963,2,5,1,2.3,1,1,2,2,4,NA,61,NA,NA,NA,1963,1,"855839_1",4387,"A",0.798883752083185,-2.34076917094082,0.333280331565058
"258435",855839,2,2016,3,NA,3,2,2,44,3,4,2,NA,1,0,1,1,6,0,0,2,2,8,1,2,3,3,1,1972,2,9,0,2.3,1,1,2,2,4,NA,65,NA,NA,NA,1972,2,"855839_2",4388,"A",-1.26064521761425,-2.15923147761543,0.333333333333277
"258436",855839,3,2016,3,NA,3,3,1,17,1,3,3,NA,3,6,1,1,7,0,0,7,2,9,2,3,3,3,1,1999,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,1999,3,"855839_3",4389,"A",0.656321276269032,-1.34505905571779,0.333333333333333
"258437",855839,4,2016,3,NA,3,3,1,7,1,1,3,NA,3,6,1,1,7,0,0,7,2,9,2,4,3,3,1,2009,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2009,4,"855839_4",4390,"A",-0.0956549038981211,-0.921986702712274,0.306257262229256
"258483",855991,1,2016,3,NA,4,1,1,70,5,4,3,NA,3,4,1,1,7,1,1,7,3,9,1,1,3,3,1,1946,10,11,0,1.5,1,0,2,1,2,NA,NA,2,NA,NA,1946,1,"855991_1",4391,"A",0.989844855265533,3.61141061402344,0.331550720370695
"258484",855991,2,2016,3,NA,4,2,2,63,4,3,2,NA,2,0,1,1,3,0,0,6,3,4,1,2,3,3,1,1953,8,4,1,1.5,1,1,2,1,2,NA,NA,NA,NA,NA,1953,2,"855991_2",4392,"A",-0.628151662601401,-0.316700881285587,0.0778938944582798
"258540",856128,2,2016,10,NA,2,2,1,70,5,3,3,NA,3,4,3,2,7,0,1,7,1,9,1,2,3,10,2,1946,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1946,1,"856128_1",4394,"A",0.445138282069959,1.77419050301186,0.333333330971582
"258539",856128,1,2016,10,NA,2,1,2,59,4,3,3,NA,3,2,3,2,7,1,0,7,1,9,1,1,3,10,2,1957,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1957,2,"856128_2",4393,"A",1.7534882619348,0.0522772401589016,-0.666666396057706
"258552",856134,1,2016,10,NA,2,1,2,60,4,4,3,NA,3,2,3,2,7,1,1,7,1,9,1,1,3,10,2,1956,10,11,0,2,1,1,2,1,3,NA,NA,NA,NA,NA,1956,1,"856134_1",4395,"A",-1.02103608774766,-2.40249916044506,-0.510700882363014
"258553",856134,2,2016,10,NA,2,2,1,62,4,3,3,NA,3,4,3,2,7,0,0,7,1,9,1,2,3,10,2,1954,10,11,1,2,1,0,2,1,3,NA,NA,NA,NA,NA,1954,2,"856134_2",4396,"A",-0.619477691359326,-1.15096629641562,0.333333276202961
"258554",856134,3,2016,10,NA,2,3,1,26,1,5,3,NA,3,1,3,2,7,0,0,7,1,9,2,3,3,9,2,1990,10,11,0,2,0,0,2,1,3,NA,NA,NA,NA,NA,1990,3,"856134_3",4397,"A",-0.545510606955457,2.71303498578337,0.329679308546927
"258561",856150,1,2016,10,NA,2,1,1,78,5,4,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,3,10,2,1938,10,11,1,1.5,1,0,1,0,2,NA,NA,4,NA,NA,1938,1,"856150_1",4398,"A",0.929238101181812,0.769482677911635,0.333303154738084
"258562",856150,2,2016,10,NA,2,2,2,77,5,3,3,NA,3,2,3,2,7,0,0,7,1,9,1,2,3,10,2,1939,10,11,0,1.5,0,0,1,0,2,NA,NA,2,NA,NA,1939,2,"856150_2",4399,"A",-1.54952464689787,-1.45077427581931,0.33269806211577
"258594",856177,1,2016,7,NA,1,1,1,72,5,3,3,NA,3,4,1,1,7,1,1,7,1,9,1,1,3,7,1,1944,10,11,0,1.5,1,0,2,1,2,NA,NA,1,NA,NA,1944,1,"856177_1",4400,"A",-0.924390618297825,0.418836964971113,0.318262371370364
"258595",856177,2,2016,7,NA,1,2,2,62,4,3,2,NA,1,0,1,1,6,0,0,1,1,8,1,2,3,7,1,1954,1,9,1,1.5,1,1,2,1,2,NA,NA,NA,NA,NA,1954,2,"856177_2",4401,"A",0.24113355591555,5.69480716345828,0.33333324829232
"258625",856218,2,2016,9,NA,3,2,1,46,3,3,2,NA,1,0,3,2,3,0,0,1,3,4,1,2,3,9,2,1970,1,4,1,2.3,1,1,2,2,4,NA,NA,NA,NA,NA,1970,1,"856218_1",4403,"A",-0.0253192288065392,3.38600022923609,0.314277117913386
"258624",856218,1,2016,9,NA,3,1,2,46,3,4,2,NA,1,0,3,2,6,1,1,2,3,8,1,1,3,9,2,1970,2,8,0,2.3,1,1,2,2,4,NA,66,NA,NA,NA,1970,2,"856218_2",4402,"A",-0.0657581231036167,4.6699273418373,-0.664604751132497
"258626",856218,3,2016,9,NA,3,3,1,15,1,3,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,3,9,2,2001,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2001,3,"856218_3",4404,"A",-0.0387674967530727,-3.02519717824861,0.260934876680681
"258627",856218,4,2016,9,NA,3,3,2,10,1,2,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,3,9,2,2006,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2006,4,"856218_4",4405,"A",-0.442637653238421,-1.73117451151643,0.243101974342986
"258682",856297,1,2016,19,NA,3,1,1,45,3,5,2,NA,2,0,5,3,3,1,1,6,2,4,1,1,3,19,3,1971,8,4,1,2.3,1,1,2,2,4,NA,70,NA,NA,NA,1971,1,"856297_1",4406,"A",-0.622524886483216,2.77194956516803,0.333331106187972
"258683",856297,2,2016,19,NA,3,2,2,42,3,5,2,NA,1,0,5,3,3,0,0,2,2,4,1,2,3,19,3,1974,2,4,0,2.3,1,1,2,2,4,NA,NA,NA,NA,NA,1974,2,"856297_2",4407,"A",-0.317849857023582,-5.61293591227338,0.333332886494686
"258684",856297,3,2016,19,NA,3,3,1,15,1,3,3,NA,3,6,5,3,7,0,0,7,2,9,2,3,3,19,3,2001,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2001,3,"856297_3",4408,"A",0.450630960441187,-3.96062432639514,-0.638252593524893
"258685",856297,4,2016,19,NA,3,3,1,10,1,1,3,NA,3,6,5,3,7,0,0,7,2,9,2,4,3,19,3,2006,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2006,4,"856297_4",4409,"A",0.238629891474105,-1.76684497744381,0.271826777575946
"258700",856322,1,2016,11,NA,3,1,2,82,5,2,3,NA,3,4,3,2,7,1,1,7,2,9,4,1,3,11,2,1934,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1934,1,"856322_1",4410,"A",-0.31790866737931,4.2808864239116,0.143996058605
"258709",856327,1,2016,11,NA,3,1,2,63,4,4,3,NA,3,4,3,2,7,1,1,7,2,9,3,1,3,11,2,1953,10,11,1,1,1,0,1,0,1,NA,NA,2,NA,NA,1953,1,"856327_1",4411,"A",-2.21785934868361,-1.65221390386251,-0.666666664211923
"258722",856328,1,2016,11,NA,3,1,2,43,3,5,2,NA,1,0,3,2,2,1,1,2,2,2,3,1,3,11,2,1973,2,2,1,1.8,1,1,2,1,3,NA,67,NA,NA,NA,1973,1,"856328_1",4412,"A",-0.712518746080875,-2.09190255925579,0.333333333333333
"258723",856328,2,2016,11,NA,3,3,2,14,1,3,3,NA,3,6,3,2,7,0,0,7,2,9,2,2,3,11,2,2002,10,11,0,1.8,0,0,2,1,3,NA,NA,NA,NA,NA,2002,3,"856328_3",4413,"A",-0.95608420913009,4.50721627401736,-0.287326607534945
"258724",856328,3,2016,11,NA,3,3,2,9,1,1,3,NA,3,6,3,2,7,0,0,7,2,9,2,3,3,11,2,2007,10,11,0,1.8,1,0,2,1,3,NA,NA,NA,NA,NA,2007,4,"856328_4",4414,"A",0.175616565026067,-5.17348119755991,0.333326832357615
"258740",856363,2,2016,8,NA,4,2,1,81,5,2,3,NA,3,4,2,1,7,0,0,7,3,9,1,1,3,8,1,1935,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1935,1,"856363_1",4416,"A",-0.404916355189132,3.124719211359,-0.666655637882645
"258739",856363,1,2016,8,NA,4,1,2,80,5,2,3,NA,3,4,2,1,7,1,1,7,3,9,1,2,3,9,2,1936,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1936,2,"856363_2",4415,"A",-1.1608086910161,1.44730162944657,0.303534035458196
"258761",856374,1,2016,8,NA,4,1,2,71,5,5,3,NA,3,4,2,1,7,1,1,7,3,9,1,1,3,1,1,1945,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1945,1,"856374_1",4417,"A",-0.484316582332717,-0.047423167927879,0.00742955553354463
"258762",856374,2,2016,8,NA,4,2,1,77,5,4,3,NA,3,4,2,1,7,0,0,7,3,9,1,2,3,8,1,1939,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1939,2,"856374_2",4418,"A",-0.236762406439238,-0.166135010954518,0.333288921241038
"258791",856430,1,2016,11,NA,3,1,1,49,3,4,2,NA,2,0,3,2,6,1,1,6,2,8,3,1,3,11,2,1967,7,9,1,1,1,1,1,1,1,NA,70,NA,NA,NA,1967,1,"856430_1",4419,"A",-0.898177330809058,1.31881333067442,0.333333333333284
"258911",856674,1,2016,9,NA,5,1,1,84,5,5,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,3,9,2,1932,10,11,1,1.5,1,0,2,0,2,NA,NA,4,NA,NA,1932,1,"856674_1",4420,"A",-0.317727117480353,-0.889244804433326,-0.666649443859686
"258912",856674,2,2016,9,NA,5,2,2,83,5,4,3,NA,3,4,3,2,7,0,0,7,3,9,1,2,3,9,2,1933,10,11,0,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1933,2,"856674_2",4421,"A",-0.128041882999889,-0.56768214427035,-0.170745752682255
"258928",856688,1,2016,9,NA,5,1,2,51,4,5,2,NA,1,0,3,2,6,1,1,3,3,7,3,1,3,9,2,1965,3,7,1,2.3,1,1,2,2,4,NA,67,NA,NA,NA,1965,1,"856688_1",4422,"A",0.468362357978674,2.73322345136702,-0.428926605396827
"258929",856688,2,2016,9,NA,5,2,1,52,4,3,1,NA,1,0,3,2,1,0,0,1,3,1,3,2,3,9,2,1964,1,1,0,2.3,1,1,2,2,4,NA,NA,NA,NA,NA,1964,2,"856688_2",4423,"A",-2.04576645050682,-0.124955084208666,0.333333180763167
"258930",856688,3,2016,9,NA,5,3,2,21,1,4,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,3,9,2,1995,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,1995,3,"856688_3",4424,"A",0.258851170781375,1.67762893012065,-0.661529688451892
"258931",856688,4,2016,9,NA,5,3,1,11,1,2,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,3,9,2,2005,10,11,0,2.3,0,0,2,2,4,NA,NA,NA,NA,NA,2005,4,"856688_4",4425,"A",0.376787837948155,-0.128118729743195,-0.63335007912102
"258957",856708,1,2016,9,NA,5,1,1,69,5,4,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,3,9,2,1947,10,11,1,2,1,0,3,1,3,NA,NA,6,NA,NA,1947,1,"856708_1",4426,"A",0.416051716843822,-3.77264565974407,0.277316817325255
"258958",856708,2,2016,9,NA,5,2,2,66,5,4,3,NA,3,4,3,2,7,0,0,7,3,9,1,2,3,9,2,1950,10,11,0,2,1,0,3,1,3,NA,NA,2,NA,NA,1950,2,"856708_2",4427,"A",1.3429891448854,2.56006260224463,-0.666666665630168
"258959",856708,3,2016,9,NA,5,3,1,25,1,5,3,NA,3,6,3,2,7,0,0,7,3,9,2,3,3,9,2,1991,10,11,0,2,1,1,3,1,3,NA,NA,NA,NA,NA,1991,6,"856708_6",4428,"A",-0.8193928686499,2.15070930060727,0.250239977590048
"258988",856731,1,2016,9,NA,5,1,1,67,5,5,2,NA,1,0,3,2,6,1,1,4,3,8,1,1,3,19,3,1949,4,9,1,2.5,1,1,3,3,4,NA,70,NA,NA,NA,1949,1,"856731_1",4429,"A",-0.0284633083946885,0.560632913569804,-0.0336298890630985
"258989",856731,2,2016,9,NA,5,2,2,58,4,5,2,NA,1,0,3,2,6,0,0,2,3,8,1,2,3,9,2,1958,2,9,0,2.5,1,1,3,3,4,NA,NA,NA,NA,NA,1958,2,"856731_2",4430,"A",1.32818215620427,-0.823448449243627,0.0501490435812956
"258990",856731,3,2016,9,NA,5,3,1,24,1,4,2,NA,2,0,3,2,6,0,0,6,3,8,2,3,3,9,2,1992,7,9,0,2.5,1,1,3,3,4,NA,NA,NA,NA,NA,1992,3,"856731_3",4431,"A",-1.03896986549051,-1.3065733605985,-0.666564093359734
"258991",856731,4,2016,9,NA,5,3,1,21,1,4,3,NA,3,6,3,2,7,0,0,7,3,9,2,4,3,9,2,1995,10,11,0,2.5,0,0,3,3,4,NA,NA,NA,NA,NA,1995,4,"856731_4",4432,"A",-0.383849113183239,1.93686931070882,0.33291425995648
"259023",856759,1,2016,9,NA,5,1,1,56,4,5,2,NA,1,0,3,2,6,1,1,2,3,7,2,1,3,15,3,1960,2,7,1,1,1,1,1,1,1,NA,67,NA,NA,NA,1960,1,"856759_1",4433,"A",-0.725496715329653,6.92064455933717,0.330721328155222
"259119",856963,2,2016,20,NA,1,2,1,85,5,1,3,NA,3,4,5,3,7,0,0,7,1,9,1,1,3,20,3,1931,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1931,1,"856963_1",4435,"A",-0.832211679742207,4.02406937837143,-0.324081412059692
"259118",856963,1,2016,20,NA,1,1,2,87,5,1,3,NA,3,4,5,3,7,1,1,7,1,9,1,2,3,12,2,1929,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1929,2,"856963_2",4434,"A",2.85283913935774,-2.84965514736614,0.290323205722952
